category,Median Home Price (NSA),CPI-Adjusted Price
Sat Feb 15 2014,192609.95,252504.35
Sat Mar 15 2014,194945.49,253930.83
Tue Apr 15 2014,197059.97,255841.65
Thu May 15 2014,199366.68,257935.57
Sun Jun 15 2014,201634.94,260385.31
Tue Jul 15 2014,202317.34,261368.53
Fri Aug 15 2014,201952.11,261333.26
Mon Sep 15 2014,201077.48,260005.78
Wed Oct 15 2014,201067.87,260648.18
Sat Nov 15 2014,201317.77,262388.87
Mon Dec 15 2014,201279.32,263834.73
Thu Jan 15 2015,200375.86,263892.33
Sun Feb 15 2015,202250.06,265208.82
Sun Mar 15 2015,204854.72,267034.97
Wed Apr 15 2015,207026.86,269318.93
Fri May 15 2015,210054.42,271871.66
Mon Jun 15 2015,212072.78,273525.88
Wed Jul 15 2015,212860.91,274523.98
Sat Aug 15 2015,212159.28,274007.17
Tue Sep 15 2015,212015.12,274247.92
Thu Oct 15 2015,212082.39,274458.36
Sun Nov 15 2015,212332.29,275362.96
Tue Dec 15 2015,212034.34,275919.41
Fri Jan 15 2016,211909.39,275301.71
Mon Feb 15 2016,212591.79,275961.11
Tue Mar 15 2016,216224.85,279473.7
Fri Apr 15 2016,218752.62,281406.71
Sun May 15 2016,221472.61,283757.72
Wed Jun 15 2016,223683.2,285651.81
Fri Jul 15 2016,224586.66,287270.41
Mon Aug 15 2016,224538.61,286945.41
Thu Sep 15 2016,224586.66,286318.5
Sat Oct 15 2016,224605.89,285986.47
Tue Nov 15 2016,224788.5,286664.88
Thu Dec 15 2016,224961.5,286791.62
Sun Jan 15 2017,224163.77,284118.87
Wed Feb 15 2017,226086.02,285656.54
Wed Mar 15 2017,229507.64,289744.21
Sat Apr 15 2017,232669.75,292867.73
Mon May 15 2017,235495.46,296171.39
Thu Jun 15 2017,237167.82,298004.31
Sat Jul 15 2017,238205.84,299515.24
Tue Aug 15 2017,238772.9,299331.91
Fri Sep 15 2017,238647.96,297599.52
Sun Oct 15 2017,238417.29,297499.91
Wed Nov 15 2017,239215.02,298488.06
Fri Dec 15 2017,238811.35,298159.64
Mon Jan 15 2018,239801.31,297773.42
Thu Feb 15 2018,242405.97,299648.95
Thu Mar 15 2018,245318.18,302564.72
Sun Apr 15 2018,247394.22,303917.12
Tue May 15 2018,250248.77,306150.61
Fri Jun 15 2018,251940.35,307729.58
Sun Jul 15 2018,252718.86,308659.66
Wed Aug 15 2018,253016.81,308851.98
Sat Sep 15 2018,252353.64,307684.92
Mon Oct 15 2018,251998.02,306709.45
Thu Nov 15 2018,252622.75,308503.1
Sat Dec 15 2018,251815.41,308502.52
Tue Jan 15 2019,252613.14,308890.9
Fri Feb 15 2019,254237.45,309568.51
Fri Mar 15 2019,257159.27,311369.68
Mon Apr 15 2019,259984.99,313133.03
Wed May 15 2019,262820.31,315875.55
Sat Jun 15 2019,264146.67,317406.45
Mon Jul 15 2019,264944.41,317833.95
Thu Aug 15 2019,265002.07,317919.23
Sun Sep 15 2019,265492.25,318257.95
Tue Oct 15 2019,265588.36,317646.96
Fri Nov 15 2019,266059.31,318380.96
Sun Dec 15 2019,266587.93,319304.02
Wed Jan 15 2020,267693.23,319388.74
Sat Feb 15 2020,270768.84,322175.33
Sun Mar 15 2020,273488.83,326121.51
Wed Apr 15 2020,275670.59,330936.1
Fri May 15 2020,276487.55,331910.37
Mon Jun 15 2020,279861.11,334131.78
Wed Jul 15 2020,283273.11,336503.32
Sat Aug 15 2020,287002.28,339861.59
Tue Sep 15 2020,290558.45,343594.19
Thu Oct 15 2020,293662.9,347121.26
Sun Nov 15 2020,295835.04,349902.47
Tue Dec 15 2020,297863.02,351969.72
Fri Jan 15 2021,300727.18,353848.96
Mon Feb 15 2021,305157.98,357107.49
Mon Mar 15 2021,312183.82,362759.87
Thu Apr 15 2021,319353.83,368066.37
Sat May 15 2021,326514.23,373325.98
Tue Jun 15 2021,332732.73,376934.05
Thu Jul 15 2021,337374.98,380363.25
Sun Aug 15 2021,339710.51,382206.77
Wed Sep 15 2021,342171,383932.3
Fri Oct 15 2021,345035.16,383956.08
Mon Nov 15 2021,347956.99,385314.28
Wed Dec 15 2021,350859.59,387338.41
Sat Jan 15 2022,355357.67,389030.62
Tue Feb 15 2022,363181.25,393996.79
Tue Mar 15 2022,370889.49,397057.8
Fri Apr 15 2022,378857.24,403336.08
Sun May 15 2022,384989.23,405395.39
Wed Jun 15 2022,386229.09,401190.19
Fri Jul 15 2022,383528.32,398431.86
Mon Aug 15 2022,380000.98,394907.41
Thu Sep 15 2022,379827.98,393880.47
Sat Oct 15 2022,378665.01,391088.03
Tue Nov 15 2022,376617.81,389366.93
Thu Dec 15 2022,374810.89,388692.17
Sun Jan 15 2023,374541.78,385332.22
Wed Feb 15 2023,379751.09,388522.83
Wed Mar 15 2023,385210.29,392807.65
Sat Apr 15 2023,391342.28,397051.88
Mon May 15 2023,396763.04,401540.47
Thu Jun 15 2023,399098.58,402604.16
Sat Jul 15 2023,401386.07,404140.84
Tue Aug 15 2023,401251.51,402248.67
